work_year,salary,salary_in_usd,job_title,job_category,salary_currency,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021.0,176468.0,179115.0,Machine Learning Engineer  in office,Analysis,EUR,DE,EN,CT,In-person,CN,L
2020.0,117469.0,126108.0,Data Analyst  (Remote),Engineering,JPY,IN,EN,PT,Hybrid,UK,S
2020.0,84039.0,105043.0,Statistician  ,Analysis,EUR,IN,EN,FL,Hybrid,UK,M
2020.0,34334.0,33062.0,Data Analyst  (Remote),Engineering,EUR,US,SE,FL,In-person,UK,M
2021.0,126996.0,120236.0,Data Scientist  in office,Data Science,EUR,UK,SE,PT,In-person,MX,S
2020.0,57268.0,82214.0,Data Scientist  ,Data Science,GBP,JP,SE,PT,In-person,US,L
2021.0,94636.0,83409.0,Data Scientist  (Remote),Data Science,EUR,JP,SE,PT,Hybrid,IN,S
2020.0,52068.0,171940.0,Data Analyst  in office,Engineering,JPY,UK,EN,PT,In-person,DE,L
2022.0,189319.0,98089.0,Data Engineer  (Remote),ML/AI,JPY,JP,SE,PT,In-person,DE,S
2020.0,95121.0,124047.0,Statistician  in office,Data Science,INR,JP,MI,FL,Remote,JP,L
2020.0,153761.0,47428.0,Data Analyst  (Remote),Engineering,INR,MX,EX,FL,In-person,JP,S
2022.0,46285.0,138283.0,Data Engineer  (Remote),Analysis,us dolars,JP,EX,FL,In-person,IN,M
2021.0,130539.0,199461.0,Data Engineer  ,Analysis,GBP,CN,SE,FT,Hybrid,UK,M
2021.0,54136.0,64734.0,Data Analyst  ,ML/AI,JPY,IN,EN,FL,In-person,IN,L
2020.0,198859.0,95107.0,Data Analyst  (Remote),Analysis,INR,IN,SE,CT,Hybrid,MX,L
2022.0,-54425.0,116889.0,Data Engineer  in office,Data Science,EUR,IN,SE,CT,Remote,MX,S
2021.0,48961.0,142168.0,Data Engineer  in office,Engineering,EUR,UK,SE,PT,Remote,JP,M
2020.0,194515.0,114170.0,Data Engineer  (Remote),Analysis,JPY,DE,EX,FL,Hybrid,CN,M
2022.0,48823.0,172751.0,Data Analyst  (Remote),Analysis,GBP,CN,SE,PT,In-person,JP,M
2021.0,105409.0,185789.0,Data Engineer  ,Analysis,GBP,CN,EX,PT,Hybrid,DE,S
2021.0,-101123.0,186651.0,Data Scientist  (Remote),Data Science,EUR,JP,SE,CT,In-person,MX,S
2022.0,134249.0,64782.0,Data Analyst  (Remote),Engineering,EUR,US,EX,CT,In-person,IN,L
2022.0,55852.0,100160.0,Data Scientist  in office,Analysis,GBP,IN,SE,PT,In-person,US,S
2022.0,67535.0,148296.0,Machine Learning Engineer  ,ML/AI,INR,MX,MI,CT,Hybrid,JP,S
2022.0,37004.0,184175.0,Data Analyst  ,Data Science,JPY,CN,SE,PT,Remote,DE,S
2020.0,188895.0,83077.0,Machine Learning Engineer  (Remote),ML/AI,EUR,CN,SE,PT,Hybrid,UK,M
2022.0,134913.0,58534.0,Data Engineer  ,Data Science,INR,US,MI,PT,In-person,IN,M
2021.0,84086.0,68636.0,Data Engineer  in office,ML/AI,JPY,JP,MI,FT,Hybrid,JP,M
2021.0,37131.0,129108.0,Statistician  (Remote),Data Science,EUR,CN,EX,CT,Remote,US,M
2020.0,55649.0,80486.0,Data Engineer  (Remote),Data Science,EUR,CN,SE,CT,Hybrid,JP,S
2021.0,165171.0,124096.0,Machine Learning Engineer  in office,Data Science,GBP,DE,EN,FL,Remote,US,S
2021.0,-192643.0,63435.0,Data Engineer  ,Data Science,EUR,US,SE,CT,Remote,IN,S
2022.0,60580.0,63152.0,Data Analyst  ,Engineering,JPY,MX,SE,FL,In-person,CN,S
2021.0,144163.0,139620.0,Data Engineer  in office,ML/AI,GBP,MX,EN,PT,Remote,US,S
2020.0,124200.0,88952.0,Statistician  in office,Data Science,us dolars,JP,SE,FT,Hybrid,US,S
2022.0,111118.0,49638.0,Data Engineer  in office,ML/AI,INR,JP,MI,PT,Hybrid,DE,L
2022.0,56469.0,147436.0,Machine Learning Engineer  in office,Analysis,GBP,IN,MI,PT,In-person,CN,L
2020.0,95179.0,46396.0,Machine Learning Engineer  ,Data Science,JPY,DE,EX,PT,Hybrid,IN,S
2022.0,54236.0,187855.0,Data Engineer  ,ML/AI,INR,JP,SE,FL,In-person,JP,S
2022.0,186182.0,166475.0,Machine Learning Engineer  in office,Data Science,EUR,DE,SE,FT,Hybrid,CN,S
2020.0,53430.0,53838.0,Machine Learning Engineer  in office,ML/AI,us dolars,IN,EN,PT,Hybrid,UK,S
2022.0,74407.0,68919.0,Statistician  (Remote),Data Science,JPY,MX,EN,FL,Remote,IN,L
2020.0,199020.0,107895.0,Data Analyst  (Remote),Analysis,EUR,US,EN,PT,Remote,CN,M
2020.0,113299.0,77995.0,Statistician  ,ML/AI,us dolars,CN,SE,FT,Remote,IN,L
2021.0,144496.0,183686.0,Data Scientist  (Remote),Analysis,us dolars,CN,EX,PT,Hybrid,UK,M
2021.0,112565.0,105593.0,Statistician  (Remote),Engineering,EUR,UK,EX,PT,In-person,JP,M
2022.0,199252.0,161172.0,Data Engineer  (Remote),ML/AI,EUR,UK,EN,CT,In-person,MX,S
2022.0,165724.0,124191.0,Data Analyst  ,ML/AI,us dolars,UK,EX,FL,In-person,DE,L
2020.0,102370.0,100514.0,Data Engineer  (Remote),Engineering,INR,CN,MI,FT,Remote,CN,L
2022.0,132755.0,40988.0,Data Scientist  in office,Engineering,GBP,DE,MI,FL,Hybrid,JP,S
2020.0,157845.0,149392.0,Data Analyst  ,Data Science,EUR,UK,SE,CT,Remote,UK,S
2020.0,168156.0,145137.0,Machine Learning Engineer  (Remote),Data Science,us dolars,US,MI,PT,Hybrid,JP,M
2022.0,145052.0,107229.0,Statistician  ,Data Science,INR,JP,EX,FT,Hybrid,IN,L
2020.0,163727.0,131471.0,Data Engineer  (Remote),ML/AI,EUR,DE,MI,FT,Hybrid,DE,S
2021.0,135737.0,68148.0,Data Scientist  ,Data Science,EUR,CN,SE,FL,Remote,US,S
2022.0,166344.0,174895.0,Machine Learning Engineer  in office,ML/AI,JPY,US,MI,PT,Hybrid,CN,L
2021.0,161290.0,54696.0,Statistician  (Remote),Analysis,INR,MX,MI,CT,Remote,JP,M
2022.0,126428.0,41629.0,Machine Learning Engineer  (Remote),Engineering,JPY,CN,MI,PT,Remote,US,M
2020.0,67471.0,164928.0,Statistician  ,ML/AI,JPY,DE,SE,FL,Hybrid,DE,S
2022.0,78762.0,61051.0,Data Analyst  in office,Engineering,us dolars,DE,SE,FT,Hybrid,MX,M
2021.0,182587.0,63469.0,Machine Learning Engineer  (Remote),Data Science,INR,DE,MI,FT,Hybrid,US,M
2020.0,195379.0,102372.0,Machine Learning Engineer  in office,Engineering,JPY,IN,MI,PT,Remote,JP,M
2022.0,179058.0,73406.0,Machine Learning Engineer  (Remote),Analysis,INR,JP,EX,PT,Hybrid,UK,L
2022.0,114624.0,117754.0,Data Analyst  in office,Analysis,GBP,UK,MI,PT,Hybrid,CN,S
2022.0,100600.0,65017.0,Data Scientist  (Remote),Engineering,JPY,IN,EN,PT,In-person,IN,L
2021.0,142092.0,40705.0,Statistician  ,Analysis,JPY,JP,SE,CT,In-person,MX,L
2021.0,148336.0,180678.0,Machine Learning Engineer  ,Analysis,INR,CN,MI,CT,In-person,IN,M
2022.0,84888.0,116911.0,Data Analyst  in office,Data Science,GBP,UK,SE,CT,Hybrid,CN,S
2020.0,172675.0,122469.0,Data Scientist  (Remote),Data Science,EUR,MX,SE,CT,Remote,US,S
2020.0,98024.0,103654.0,Statistician  (Remote),Analysis,us dolars,IN,EN,FL,In-person,IN,S
2021.0,120728.0,196391.0,Data Analyst  in office,ML/AI,INR,IN,MI,FT,Remote,CN,M
2020.0,58897.0,122185.0,Statistician  (Remote),Engineering,INR,US,SE,FT,In-person,CN,S
2021.0,179874.0,75318.0,Machine Learning Engineer  ,Engineering,JPY,MX,SE,FL,In-person,IN,S
2022.0,177483.0,163286.0,Data Scientist  (Remote),Analysis,GBP,MX,SE,FL,Remote,UK,M
2021.0,90399.0,104070.0,Data Analyst  ,Engineering,JPY,IN,EX,CT,In-person,US,M
2021.0,90692.0,79869.0,Data Scientist  in office,Data Science,EUR,DE,SE,PT,Remote,UK,L
2022.0,173842.0,196300.0,Machine Learning Engineer  (Remote),Analysis,JPY,CN,MI,FT,Hybrid,UK,L
2020.0,103513.0,33255.0,Data Scientist  in office,Analysis,EUR,MX,EN,FL,Hybrid,DE,S
2021.0,-198501.0,150478.0,Data Scientist  ,Data Science,EUR,IN,SE,PT,Remote,US,S
2021.0,155041.0,57841.0,Data Engineer  in office,Engineering,INR,DE,MI,CT,Remote,MX,M
2022.0,181409.0,35334.0,Data Scientist  in office,Engineering,INR,JP,EX,FL,Hybrid,UK,L
2020.0,122901.0,135134.0,Statistician  (Remote),Analysis,GBP,JP,MI,FT,Remote,JP,M
2021.0,185579.0,70522.0,Data Analyst  in office,ML/AI,JPY,MX,SE,FT,Hybrid,IN,S
2022.0,89596.0,60697.0,Data Engineer  in office,Engineering,us dolars,DE,EX,FT,Hybrid,US,S
2021.0,100509.0,171794.0,Data Analyst  (Remote),Engineering,EUR,US,MI,FL,Remote,DE,S
2022.0,38436.0,131936.0,Data Analyst  in office,Analysis,GBP,US,EX,FT,In-person,UK,L
2020.0,40086.0,153935.0,Machine Learning Engineer  ,ML/AI,us dolars,JP,EN,CT,Remote,JP,S
2020.0,121054.0,46029.0,Machine Learning Engineer  (Remote),Data Science,EUR,CN,SE,FT,Hybrid,IN,S
2020.0,180923.0,95550.0,Data Engineer  ,Engineering,EUR,IN,MI,CT,In-person,IN,L
2020.0,69732.0,169280.0,Machine Learning Engineer  (Remote),Analysis,EUR,MX,EN,FT,In-person,MX,S
2021.0,175914.0,105507.0,Machine Learning Engineer  in office,Analysis,INR,MX,EX,CT,Hybrid,JP,L
2021.0,158928.0,118719.0,Machine Learning Engineer  ,Analysis,JPY,JP,EN,FL,In-person,US,L
2020.0,151755.0,118499.0,Data Analyst  ,ML/AI,GBP,JP,EX,CT,In-person,IN,S
2020.0,31745.0,131383.0,Data Engineer  ,Analysis,JPY,DE,MI,FL,Remote,IN,S
2020.0,42697.0,169199.0,Data Analyst  in office,Engineering,GBP,US,EX,PT,Hybrid,IN,L
2021.0,33879.0,45646.0,Statistician  ,Analysis,us dolars,CN,EX,CT,In-person,CN,L
2020.0,179571.0,52713.0,Data Analyst  ,ML/AI,EUR,DE,SE,FL,Hybrid,UK,M
2020.0,196107.0,62267.0,Statistician  in office,Data Science,EUR,JP,SE,PT,Remote,UK,S
2020.0,-179723.0,33864.0,Data Scientist  in office,Data Science,EUR,UK,SE,FT,Remote,IN,S
2022.0,105224.0,106197.0,Data Scientist  in office,Analysis,us dolars,IN,EN,PT,Remote,DE,L
2020.0,143369.0,193631.0,Statistician  ,Data Science,GBP,JP,EN,CT,In-person,CN,M
2022.0,106524.0,147201.0,Statistician  ,Analysis,us dolars,DE,SE,PT,Remote,IN,L
2022.0,119006.0,102246.0,Data Analyst  ,ML/AI,GBP,UK,MI,FT,Hybrid,US,M
2020.0,67249.0,192434.0,Statistician  (Remote),Data Science,JPY,UK,MI,PT,Remote,MX,L
2022.0,-184921.0,62380.0,Data Engineer  ,Data Science,EUR,JP,SE,CT,In-person,MX,S
2020.0,59076.0,71284.0,Data Scientist  ,Analysis,EUR,CN,EN,CT,Remote,CN,L
2021.0,194196.0,148178.0,Data Scientist  (Remote),Analysis,EUR,US,EX,FL,In-person,DE,S
2021.0,176859.0,153556.0,Statistician  (Remote),ML/AI,JPY,UK,EN,FT,Hybrid,US,L
2021.0,83462.0,85277.0,Machine Learning Engineer  ,Analysis,JPY,MX,SE,FT,Remote,JP,S
2021.0,115984.0,45316.0,Machine Learning Engineer  (Remote),Data Science,INR,IN,EX,PT,Remote,JP,L
2022.0,101035.0,185535.0,Statistician  ,Engineering,GBP,DE,MI,FT,Hybrid,UK,M
2020.0,33841.0,165960.0,Data Engineer  in office,Engineering,GBP,DE,EN,CT,Hybrid,CN,L
2020.0,74890.0,41325.0,Machine Learning Engineer  in office,ML/AI,INR,DE,EN,PT,In-person,UK,L
2020.0,157727.0,180160.0,Statistician  in office,Analysis,EUR,MX,SE,FL,Remote,UK,M
2021.0,55402.0,104922.0,Data Engineer  in office,ML/AI,GBP,JP,MI,PT,Remote,CN,L
2021.0,141713.0,143949.0,Data Engineer  (Remote),Engineering,GBP,DE,EN,PT,Remote,MX,L
2020.0,135363.0,160856.0,Data Analyst  ,Engineering,EUR,MX,EN,FL,Remote,JP,L
2021.0,127807.0,134564.0,Data Engineer  (Remote),Data Science,EUR,DE,SE,PT,Hybrid,CN,S
2020.0,53237.0,106803.0,Machine Learning Engineer  in office,Data Science,us dolars,IN,EN,FT,Remote,US,L
2020.0,161625.0,45419.0,Machine Learning Engineer  in office,Analysis,INR,MX,EX,PT,Remote,DE,S
2020.0,174932.0,75854.0,Statistician  ,Engineering,JPY,US,EN,PT,Remote,UK,S
2020.0,120439.0,163976.0,Statistician  (Remote),Data Science,GBP,CN,MI,PT,In-person,MX,S
2020.0,37045.0,139796.0,Data Engineer  in office,ML/AI,GBP,JP,SE,CT,In-person,JP,S
2020.0,104916.0,129427.0,Data Scientist  (Remote),Engineering,INR,JP,MI,CT,In-person,UK,M
2020.0,86435.0,110535.0,Data Analyst  ,ML/AI,INR,DE,SE,FT,Hybrid,MX,L
2021.0,128453.0,118855.0,Data Scientist  ,Data Science,EUR,IN,SE,FL,Hybrid,IN,S
2020.0,62261.0,181772.0,Data Engineer  (Remote),ML/AI,EUR,UK,MI,CT,Hybrid,DE,L
2020.0,32853.0,57633.0,Data Engineer  ,Engineering,EUR,MX,EX,CT,Remote,US,L
2021.0,105664.0,146958.0,Data Scientist  (Remote),Analysis,JPY,DE,SE,FT,Remote,UK,M
2021.0,140884.0,54055.0,Data Analyst  (Remote),ML/AI,GBP,MX,SE,FT,Hybrid,IN,L
2021.0,78022.0,179714.0,Data Scientist  (Remote),Engineering,GBP,DE,EN,FL,In-person,IN,S
2020.0,163808.0,164718.0,Statistician  in office,Engineering,GBP,JP,SE,PT,Remote,MX,S
2022.0,63724.0,174245.0,Machine Learning Engineer  in office,Data Science,GBP,JP,SE,PT,In-person,DE,M
2022.0,41440.0,37025.0,Statistician  (Remote),Engineering,INR,DE,SE,FL,Remote,JP,S
2021.0,-100716.0,42549.0,Machine Learning Engineer  ,Data Science,EUR,JP,SE,FL,Remote,JP,S
2022.0,191356.0,44853.0,Data Engineer  ,Analysis,GBP,IN,MI,FL,In-person,UK,M
2021.0,136911.0,91156.0,Data Analyst  in office,ML/AI,us dolars,UK,EN,FT,Hybrid,UK,M
2020.0,172718.0,172398.0,Data Scientist  (Remote),ML/AI,EUR,UK,EX,PT,In-person,JP,S
2022.0,115694.0,164535.0,Data Analyst  in office,ML/AI,JPY,MX,SE,FL,Hybrid,US,M
2020.0,175414.0,57163.0,Data Scientist  (Remote),ML/AI,EUR,UK,SE,FL,Hybrid,US,M
2022.0,163007.0,128136.0,Statistician  ,Analysis,GBP,MX,MI,PT,Remote,IN,S
2020.0,-146189.0,153296.0,Statistician  ,Data Science,EUR,DE,SE,PT,Remote,DE,S
2022.0,124203.0,44075.0,Data Scientist  in office,ML/AI,INR,CN,MI,FT,Remote,US,M
2020.0,129039.0,124245.0,Data Analyst  ,Data Science,us dolars,DE,SE,CT,Hybrid,UK,L
2020.0,32838.0,73315.0,Data Scientist  (Remote),Engineering,GBP,DE,SE,CT,Hybrid,MX,L
2022.0,196402.0,133245.0,Data Engineer  ,Engineering,INR,IN,EN,FT,In-person,US,S
2020.0,132210.0,46010.0,Statistician  ,ML/AI,us dolars,UK,EN,FT,Remote,DE,S
2020.0,133140.0,136548.0,Data Engineer  in office,Engineering,INR,JP,EX,PT,Remote,UK,L
2020.0,130166.0,30605.0,Statistician  (Remote),Data Science,EUR,JP,MI,FT,Hybrid,DE,M
2022.0,66994.0,197517.0,Statistician  in office,Data Science,GBP,US,EX,FT,Remote,JP,L
2022.0,60384.0,67315.0,Machine Learning Engineer  in office,Engineering,EUR,US,EN,FL,Hybrid,DE,L
2020.0,75378.0,38652.0,Data Engineer  ,ML/AI,JPY,MX,MI,FT,In-person,DE,S
2020.0,-137318.0,193301.0,Data Engineer  (Remote),Data Science,EUR,CN,SE,FT,In-person,DE,S
2022.0,193715.0,191602.0,Machine Learning Engineer  (Remote),Data Science,EUR,MX,MI,FL,Remote,UK,L
2022.0,177998.0,150179.0,Data Analyst  in office,Analysis,GBP,JP,SE,PT,In-person,DE,M
2020.0,68977.0,123439.0,Data Engineer  in office,ML/AI,us dolars,UK,EX,PT,Remote,DE,S
2020.0,53652.0,110266.0,Data Scientist  ,Analysis,GBP,MX,EX,FT,Remote,MX,L
2020.0,40270.0,198996.0,Machine Learning Engineer  (Remote),Engineering,GBP,DE,MI,FT,Hybrid,MX,S
2021.0,112804.0,68541.0,Data Engineer  (Remote),Engineering,us dolars,JP,EX,CT,Hybrid,CN,L
2022.0,66417.0,94658.0,Data Analyst  ,Analysis,EUR,CN,EN,FL,Remote,CN,M
2021.0,157390.0,86327.0,Data Engineer  in office,ML/AI,GBP,CN,EX,CT,In-person,MX,S
2022.0,86042.0,123434.0,Statistician  (Remote),Data Science,INR,JP,MI,FT,In-person,IN,M
2022.0,93253.0,73654.0,Data Scientist  ,Engineering,GBP,US,EX,CT,Remote,UK,L
2022.0,82723.0,45930.0,Machine Learning Engineer  in office,ML/AI,EUR,UK,EX,CT,Remote,CN,S
2022.0,181389.0,160682.0,Statistician  ,ML/AI,us dolars,JP,EN,PT,In-person,DE,M
2022.0,197506.0,164590.0,Data Analyst  (Remote),Engineering,EUR,DE,SE,FL,In-person,US,M
2022.0,105449.0,192054.0,Statistician  in office,Engineering,JPY,DE,EN,PT,Hybrid,DE,L
2022.0,111141.0,36775.0,Statistician  ,ML/AI,GBP,IN,EX,PT,Hybrid,US,S
2021.0,30557.0,185062.0,Data Analyst  ,Data Science,GBP,DE,EX,CT,In-person,MX,M
2020.0,137776.0,35378.0,Statistician  ,Analysis,us dolars,JP,SE,FL,Hybrid,MX,S
2020.0,167112.0,76402.0,Machine Learning Engineer  (Remote),Engineering,GBP,JP,SE,FT,Hybrid,JP,S
2021.0,76652.0,109712.0,Data Engineer  (Remote),Analysis,INR,DE,EN,FL,Remote,JP,S
2021.0,146048.0,55060.0,Statistician  (Remote),Data Science,EUR,US,SE,PT,Hybrid,MX,S
2021.0,90941.0,157067.0,Machine Learning Engineer  ,Analysis,EUR,UK,EN,CT,Hybrid,MX,L
2021.0,117340.0,158334.0,Data Engineer  (Remote),Data Science,us dolars,CN,MI,FT,Remote,UK,M
2022.0,104828.0,148684.0,Data Engineer  ,ML/AI,JPY,JP,EX,PT,In-person,UK,S
2020.0,187182.0,123104.0,Statistician  ,Data Science,EUR,DE,SE,CT,Hybrid,MX,M
2022.0,166421.0,52765.0,Machine Learning Engineer  ,ML/AI,us dolars,CN,MI,PT,Hybrid,JP,M
2020.0,191446.0,184268.0,Statistician  in office,Data Science,us dolars,DE,MI,CT,In-person,UK,M
2020.0,114545.0,146677.0,Data Analyst  ,ML/AI,EUR,JP,EN,FL,Hybrid,MX,L
2021.0,140623.0,176540.0,Data Engineer  (Remote),Data Science,EUR,IN,EN,PT,In-person,US,S
2022.0,72591.0,124385.0,Statistician  ,ML/AI,GBP,UK,SE,FL,Remote,US,S
2021.0,161129.0,132649.0,Data Engineer  (Remote),Data Science,JPY,JP,EN,FL,In-person,IN,M
2022.0,154007.0,38174.0,Machine Learning Engineer  in office,ML/AI,INR,CN,MI,CT,In-person,UK,M
2020.0,123829.0,75820.0,Data Scientist  in office,Data Science,GBP,DE,MI,FT,In-person,UK,L
2021.0,94578.0,156518.0,Statistician  ,Engineering,us dolars,IN,EX,FL,Remote,IN,L
2021.0,138497.0,180170.0,Statistician  (Remote),Analysis,JPY,MX,MI,PT,In-person,DE,M
2020.0,180193.0,102582.0,Data Engineer  in office,ML/AI,JPY,JP,SE,PT,In-person,US,S
2020.0,35493.0,165258.0,Machine Learning Engineer  in office,Data Science,EUR,UK,EX,CT,Remote,DE,L
2020.0,132181.0,46722.0,Data Analyst  in office,Engineering,JPY,IN,EN,FL,Hybrid,CN,S
2021.0,97818.0,138157.0,Machine Learning Engineer  (Remote),ML/AI,JPY,CN,EX,FT,Hybrid,IN,L
2022.0,150196.0,101504.0,Statistician  ,ML/AI,us dolars,DE,MI,FT,In-person,CN,S
2021.0,31431.0,140760.0,Data Analyst  ,ML/AI,GBP,US,SE,PT,Remote,MX,M
2022.0,130079.0,70452.0,Machine Learning Engineer  in office,Analysis,JPY,MX,EN,CT,Remote,CN,L
2021.0,172423.0,58270.0,Data Scientist  ,Data Science,EUR,MX,EN,FL,In-person,UK,M
2021.0,193555.0,71129.0,Data Engineer  in office,Data Science,GBP,UK,MI,PT,In-person,DE,L
2020.0,61195.0,36387.0,Machine Learning Engineer  (Remote),ML/AI,EUR,IN,SE,CT,Hybrid,UK,M
2022.0,183807.0,54394.0,Machine Learning Engineer  ,ML/AI,JPY,JP,MI,FT,Hybrid,MX,L
2021.0,45203.0,157113.0,Data Scientist  (Remote),Data Science,EUR,JP,SE,PT,In-person,IN,S
2021.0,-33974.0,106827.0,Statistician  ,Data Science,EUR,IN,SE,CT,Remote,JP,S
2020.0,132769.0,141110.0,Data Engineer  (Remote),ML/AI,us dolars,JP,MI,FT,In-person,UK,S
2020.0,115222.0,191165.0,Machine Learning Engineer  (Remote),Analysis,GBP,MX,SE,CT,Remote,CN,S
2022.0,42636.0,65241.0,Data Analyst  ,Data Science,EUR,MX,SE,PT,Hybrid,MX,L
2021.0,65070.0,58337.0,Machine Learning Engineer  in office,Data Science,EUR,MX,SE,FL,In-person,CN,S
2022.0,59123.0,130992.0,Data Engineer  in office,ML/AI,INR,IN,MI,CT,Remote,DE,M
2021.0,150973.0,34804.0,Machine Learning Engineer  (Remote),Engineering,EUR,UK,EX,FL,Hybrid,DE,L
2022.0,192884.0,195130.0,Data Scientist  (Remote),ML/AI,JPY,MX,EN,PT,In-person,IN,S
2020.0,189832.0,87450.0,Machine Learning Engineer  in office,ML/AI,EUR,JP,EN,FT,In-person,DE,S
2021.0,34966.0,89529.0,Machine Learning Engineer  ,ML/AI,INR,UK,SE,CT,Hybrid,US,S
2022.0,148414.0,152766.0,Data Analyst  ,ML/AI,EUR,DE,EX,FT,In-person,UK,S
2020.0,113962.0,61334.0,Data Scientist  (Remote),ML/AI,us dolars,DE,SE,FL,Hybrid,MX,M
2020.0,109698.0,93452.0,Data Scientist  ,Data Science,EUR,DE,EX,FL,Remote,MX,L
2022.0,-177130.0,167583.0,Machine Learning Engineer  (Remote),Data Science,EUR,DE,SE,FT,In-person,CN,S
2021.0,71482.0,137018.0,Data Analyst  ,Engineering,INR,JP,EN,PT,Hybrid,US,L
2021.0,32998.0,69440.0,Machine Learning Engineer  (Remote),ML/AI,EUR,IN,EX,FL,Hybrid,IN,M
2020.0,152659.0,93118.0,Machine Learning Engineer  ,Engineering,INR,JP,MI,PT,Remote,CN,S
2021.0,91265.0,115263.0,Data Engineer  (Remote),Data Science,us dolars,CN,MI,FT,In-person,US,S
2021.0,96445.0,156775.0,Data Engineer  in office,Analysis,GBP,JP,EN,PT,Hybrid,MX,M
2021.0,141033.0,79217.0,Data Analyst  in office,ML/AI,JPY,UK,EX,FL,Hybrid,US,M
2020.0,195720.0,192211.0,Statistician  in office,Data Science,EUR,IN,MI,FT,Hybrid,MX,L
2022.0,108033.0,98517.0,Data Engineer  in office,Data Science,us dolars,MX,MI,PT,In-person,CN,L
2021.0,114480.0,173857.0,Statistician  (Remote),Analysis,INR,US,MI,PT,In-person,UK,M
2020.0,168599.0,84740.0,Data Scientist  ,ML/AI,INR,US,EN,CT,Remote,UK,M
2020.0,134000.0,131119.0,Data Engineer  (Remote),Data Science,EUR,MX,SE,FL,Remote,JP,S
2022.0,164144.0,43950.0,Data Engineer  (Remote),Analysis,EUR,IN,MI,CT,Remote,US,S
2021.0,173090.0,102209.0,Data Analyst  (Remote),Engineering,JPY,US,MI,PT,In-person,UK,L
2021.0,59652.0,97278.0,Statistician  ,Engineering,EUR,IN,SE,FL,Hybrid,MX,M
2022.0,34476.0,68488.0,Data Engineer  (Remote),Analysis,GBP,UK,MI,FT,In-person,US,M
2022.0,125768.0,66277.0,Data Engineer  in office,Engineering,EUR,UK,EX,FT,In-person,US,S
2020.0,188554.0,33534.0,Data Analyst  in office,Data Science,GBP,JP,MI,FT,In-person,IN,M
2020.0,46219.0,110221.0,Data Analyst  (Remote),Analysis,INR,US,SE,PT,Remote,IN,L
2022.0,60448.0,101121.0,Statistician  in office,ML/AI,GBP,MX,EN,PT,Hybrid,CN,S
2021.0,186192.0,104090.0,Data Scientist  in office,ML/AI,JPY,IN,EN,FT,In-person,US,M
2020.0,36855.0,139777.0,Data Scientist  ,Data Science,us dolars,UK,EX,CT,Remote,IN,L
2020.0,162156.0,31634.0,Machine Learning Engineer  (Remote),ML/AI,GBP,JP,MI,CT,In-person,MX,L
2021.0,128856.0,46908.0,Data Engineer  (Remote),ML/AI,EUR,US,MI,FL,Hybrid,CN,S
2020.0,183016.0,182382.0,Statistician  in office,Analysis,GBP,US,SE,FL,Remote,UK,L
2021.0,194993.0,110653.0,Data Engineer  (Remote),Data Science,INR,US,SE,FT,In-person,US,S
2021.0,91282.0,97258.0,Statistician  (Remote),Analysis,GBP,UK,EX,PT,Remote,IN,L
2021.0,117393.0,99400.0,Statistician  in office,Data Science,JPY,UK,EX,PT,Hybrid,UK,M
2022.0,159822.0,146107.0,Statistician  in office,Analysis,GBP,US,MI,FL,Hybrid,US,S
2022.0,48070.0,159468.0,Data Engineer  (Remote),Analysis,JPY,UK,MI,FT,Remote,CN,L
2022.0,86690.0,142436.0,Data Analyst  ,Engineering,EUR,US,EX,FL,In-person,US,S
2021.0,91134.0,61131.0,Data Engineer  in office,ML/AI,INR,DE,EN,CT,Hybrid,IN,L
2021.0,117755.0,181458.0,Statistician  (Remote),Data Science,us dolars,UK,EN,FT,Hybrid,UK,S
2022.0,136993.0,91760.0,Machine Learning Engineer  in office,ML/AI,EUR,IN,EN,FT,In-person,US,M
2020.0,-61489.0,97370.0,Data Scientist  (Remote),Data Science,EUR,UK,SE,FT,Remote,US,S
2021.0,53178.0,159841.0,Statistician  (Remote),Data Science,us dolars,US,EX,CT,Remote,MX,S
2020.0,109019.0,84470.0,Machine Learning Engineer  ,Engineering,GBP,IN,SE,FT,In-person,CN,M
2020.0,-87956.0,149688.0,Data Analyst  in office,Data Science,EUR,JP,SE,FL,Hybrid,JP,S
2021.0,-92778.0,83283.0,Statistician  ,Data Science,EUR,IN,SE,CT,Hybrid,US,S
2021.0,194645.0,160263.0,Machine Learning Engineer  in office,Engineering,INR,IN,EN,PT,In-person,JP,S
2020.0,194760.0,163425.0,Statistician  ,Engineering,EUR,UK,MI,FL,In-person,JP,M
2020.0,141466.0,43878.0,Data Engineer  in office,Analysis,JPY,CN,EN,FL,Remote,UK,M
2022.0,148292.0,147743.0,Machine Learning Engineer  ,Data Science,EUR,IN,SE,FL,Remote,DE,S
2022.0,129747.0,106668.0,Data Engineer  ,Engineering,EUR,IN,MI,CT,In-person,CN,S
2021.0,76475.0,38203.0,Data Engineer  in office,ML/AI,GBP,MX,MI,FL,Hybrid,JP,M
2022.0,80697.0,40322.0,Machine Learning Engineer  ,Analysis,us dolars,US,EN,CT,Remote,UK,S
2022.0,195050.0,106831.0,Data Scientist  ,Data Science,JPY,UK,EN,FT,In-person,CN,L
2022.0,190749.0,65925.0,Machine Learning Engineer  in office,Engineering,EUR,US,MI,PT,Hybrid,MX,L
